2025-08-29 06:11:26,937 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,937 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,937 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,937 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,937 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,937 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,937 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,938 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,938 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,938 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,938 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,938 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,938 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,938 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,939 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,939 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,939 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,939 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,939 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,939 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,940 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,940 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,940 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,940 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,940 - knowledge_manager - ERROR - [KM] Error adding document: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,940 - apify_transfermarkt - WARNING - [INGEST] Failed to add transfer: Expected metadata value to be a str, int, float or bool, got None which is a NoneType
2025-08-29 06:11:26,940 - apify_transfermarkt - INFO - [INGEST] Added 0 transfers to KB
2025-08-29 06:11:26,945 - apify_transfermarkt - INFO - Completato! Trasferimenti totali: 37
